id, typeofday, day, hour, temperature, client
68,1,3,20,12.750000000000002,88
69,1,3,21,12.166666666666668,83
70,1,3,22,11.583333333333334,94
71,1,3,23,11.0,39
72,1,4,0,8.2,49
73,1,4,1,8.783333333333333,56
74,1,4,2,9.366666666666667,52
75,1,4,3,9.950000000000001,48
76,1,4,4,10.533333333333335,48
77,1,4,5,11.116666666666669,55
78,1,4,6,11.700000000000003,53
79,1,4,7,12.283333333333337,58
80,1,4,8,12.86666666666667,63
81,1,4,9,13.450000000000005,52
82,1,4,10,14.033333333333339,65
83,1,4,11,14.616666666666672,105
84,1,4,12,14.616666666666672,115
85,1,4,13,14.033333333333339,112
86,1,4,14,13.450000000000005,104
87,1,4,15,12.86666666666667,45
88,1,4,16,12.283333333333337,64
89,1,4,17,11.700000000000003,57
90,1,4,18,11.116666666666669,104
91,1,4,19,10.533333333333335,109
92,1,4,20,9.950000000000001,100
93,1,4,21,9.366666666666667,97
94,1,4,22,8.783333333333333,109
95,1,4,23,8.2,63
96,0,5,0,26.0,24
97,0,5,1,26.583333333333332,32
98,0,5,2,27.166666666666664,23
99,0,5,3,27.749999999999996,16
100,0,5,4,28.33333333333333,15
101,0,5,5,28.91666666666666,18
102,0,5,6,29.499999999999993,3
103,0,5,7,30.083333333333325,17
104,0,5,8,30.666666666666657,8
105,0,5,9,31.24999999999999,14
106,0,5,10,31.83333333333332,4
107,0,5,11,32.41666666666666,62
108,0,5,12,32.41666666666666,47
109,0,5,13,31.83333333333332,54
110,0,5,14,31.24999999999999,55
111,0,5,15,30.666666666666657,9
112,0,5,16,30.083333333333325,10
113,0,5,17,29.499999999999993,15
114,0,5,18,28.91666666666666,50
115,0,5,19,28.33333333333333,61
116,0,5,20,27.749999999999996,61
117,0,5,21,27.166666666666664,63
118,0,5,22,26.583333333333332,65
119,0,5,23,26.0,32
120,0,6,0,22.7,28
121,0,6,1,23.28333333333333,34
122,0,6,2,23.866666666666664,20
123,0,6,3,24.449999999999996,33
124,0,6,4,25.033333333333328,32
125,0,6,5,25.61666666666666,20
126,0,6,6,26.199999999999992,16
127,0,6,7,26.783333333333324,31
128,0,6,8,27.366666666666656,28
129,0,6,9,27.94999999999999,20
130,0,6,10,28.53333333333332,10
131,0,6,11,29.116666666666653,58
132,0,6,12,29.116666666666653,64
133,0,6,13,28.53333333333332,58
134,0,6,14,27.94999999999999,69
135,0,6,15,27.366666666666656,21
136,0,6,16,26.783333333333324,34
137,0,6,17,26.199999999999992,32
138,0,6,18,25.61666666666666,67
139,0,6,19,25.033333333333328,73
140,0,6,20,24.449999999999996,72
141,0,6,21,23.866666666666664,69
142,0,6,22,23.28333333333333,77
143,0,6,23,22.7,33
144,0,0,0,23.9,30
145,0,0,1,24.48333333333333,36
146,0,0,2,25.066666666666663,37
147,0,0,3,25.649999999999995,35
148,0,0,4,26.233333333333327,45
149,0,0,5,26.81666666666666,38
150,0,0,6,27.39999999999999,34
151,0,0,7,27.983333333333324,41
152,0,0,8,28.566666666666656,18
153,0,0,9,29.149999999999988,34
154,0,0,10,29.73333333333332,25
155,0,0,11,30.316666666666652,65
156,0,0,12,30.316666666666652,68
157,0,0,13,29.73333333333332,77
158,0,0,14,29.149999999999988,79
159,0,0,15,28.566666666666656,20
160,0,0,16,27.983333333333324,47
161,0,0,17,27.39999999999999,38
162,0,0,18,26.81666666666666,90
163,0,0,19,26.233333333333327,83
164,0,0,20,25.649999999999995,85
165,0,0,21,25.066666666666663,83
166,0,0,22,24.48333333333333,80
167,0,0,23,23.9,35
168,0,1,0,20.8,45
169,0,1,1,21.383333333333333,48
170,0,1,2,21.966666666666665,34
171,0,1,3,22.549999999999997,24
172,0,1,4,23.13333333333333,16
173,0,1,5,23.71666666666666,32
174,0,1,6,24.299999999999994,24
175,0,1,7,24.883333333333326,21
176,0,1,8,25.466666666666658,16
177,0,1,9,26.04999999999999,28
178,0,1,10,26.633333333333322,29
179,0,1,11,27.216666666666654,60
180,0,1,12,27.216666666666654,76
181,0,1,13,26.633333333333322,77
182,0,1,14,26.04999999999999,62
183,0,1,15,25.466666666666658,23
184,0,1,16,24.883333333333326,18
185,0,1,17,24.299999999999994,30
186,0,1,18,23.71666666666666,66
187,0,1,19,23.13333333333333,70
188,0,1,20,22.549999999999997,60
189,0,1,21,21.966666666666665,86
190,0,1,22,21.383333333333333,93
191,0,1,23,20.8,37
192,0,2,0,-5.9,18
193,0,2,1,-5.316666666666667,34
194,0,2,2,-4.733333333333334,23
195,0,2,3,-4.150000000000001,25
196,0,2,4,-3.566666666666668,31
197,0,2,5,-2.983333333333335,30
198,0,2,6,-2.400000000000002,19
199,0,2,7,-1.816666666666669,33
200,0,2,8,-1.233333333333336,32
201,0,2,9,-0.650000000000003,30
202,0,2,10,-0.06666666666666998,33
203,0,2,11,0.516666666666663,78
204,0,2,12,0.516666666666663,78
205,0,2,13,-0.06666666666666998,75
206,0,2,14,-0.650000000000003,70
207,0,2,15,-1.233333333333336,22
208,0,2,16,-1.816666666666669,26
209,0,2,17,-2.400000000000002,33
210,0,2,18,-2.983333333333335,69
211,0,2,19,-3.566666666666668,79
212,0,2,20,-4.150000000000001,63
213,0,2,21,-4.733333333333334,62
214,0,2,22,-5.316666666666667,76
215,0,2,23,-5.9,19
216,0,3,0,17.7,30
217,0,3,1,18.28333333333333,35
218,0,3,2,18.866666666666664,35
219,0,3,3,19.449999999999996,49
220,0,3,4,20.033333333333328,39
221,0,3,5,20.61666666666666,38
222,0,3,6,21.199999999999992,42
223,0,3,7,21.783333333333324,39
224,0,3,8,22.366666666666656,34
225,0,3,9,22.94999999999999,20
226,0,3,10,23.53333333333332,17
227,0,3,11,24.116666666666653,63
228,0,3,12,24.116666666666653,76
229,0,3,13,23.53333333333332,71
230,0,3,14,22.94999999999999,71
231,0,3,15,22.366666666666656,16
232,0,3,16,21.783333333333324,40
233,0,3,17,21.199999999999992,36
234,0,3,18,20.61666666666666,85
235,0,3,19,20.033333333333328,79
236,0,3,20,19.449999999999996,81
237,0,3,21,18.866666666666664,93
238,0,3,22,18.28333333333333,86
239,0,3,23,17.7,45
240,0,4,0,5.9,29
241,0,4,1,6.483333333333333,15
242,0,4,2,7.066666666666666,46
243,0,4,3,7.6499999999999995,33
244,0,4,4,8.233333333333333,40
245,0,4,5,8.816666666666666,30
246,0,4,6,9.399999999999999,32
247,0,4,7,9.98333333333333,32
248,0,4,8,10.566666666666665,39
249,0,4,9,11.149999999999999,37
250,0,4,10,11.73333333333333,40
251,0,4,11,12.316666666666663,81
252,0,4,12,12.316666666666663,92
253,0,4,13,11.73333333333333,78
254,0,4,14,11.149999999999999,92
255,0,4,15,10.566666666666665,32
256,0,4,16,9.98333333333333,36
257,0,4,17,9.399999999999999,49
258,0,4,18,8.816666666666666,87
259,0,4,19,8.233333333333333,82
260,0,4,20,7.6499999999999995,85
261,0,4,21,7.066666666666666,81
262,0,4,22,6.483333333333333,66
263,0,4,23,5.9,21
264,0,5,0,14.2,37
265,0,5,1,14.783333333333333,31
266,0,5,2,15.366666666666667,39
267,0,5,3,15.950000000000001,40
268,0,5,4,16.533333333333335,44
269,0,5,5,17.116666666666667,33
270,0,5,6,17.700000000000003,44
271,0,5,7,18.28333333333334,30
272,0,5,8,18.86666666666667,31
273,0,5,9,19.450000000000003,45
274,0,5,10,20.03333333333334,48
275,0,5,11,20.616666666666674,94
276,0,5,12,20.616666666666674,86
277,0,5,13,20.03333333333334,75
278,0,5,14,19.450000000000003,88
279,0,5,15,18.86666666666667,44
280,0,5,16,18.28333333333334,46
281,0,5,17,17.700000000000003,41
282,0,5,18,17.116666666666667,87
283,0,5,19,16.533333333333335,81
284,0,5,20,15.950000000000001,83
285,0,5,21,15.366666666666667,81
286,0,5,22,14.783333333333333,93
287,0,5,23,14.2,37
288,0,6,0,12.1,25
289,0,6,1,12.683333333333334,28
290,0,6,2,13.266666666666667,17
291,0,6,3,13.850000000000001,17
292,0,6,4,14.433333333333335,39
293,0,6,5,15.01666666666667,40
294,0,6,6,15.600000000000003,47
295,0,6,7,16.183333333333337,38
296,0,6,8,16.766666666666673,34
297,0,6,9,17.350000000000005,34
298,0,6,10,17.933333333333337,42
299,0,6,11,18.516666666666673,75
300,0,6,12,19.10000000000001,77
301,0,6,12,19.10000000000001,76
302,0,6,13,18.516666666666673,83
303,0,6,14,17.933333333333337,85
304,0,6,15,17.350000000000005,33
305,0,6,16,16.766666666666673,33
306,0,6,17,16.183333333333337,33
307,0,6,18,15.600000000000003,80
308,0,6,19,15.01666666666667,93
309,0,6,20,14.433333333333335,92
310,0,6,21,13.850000000000001,75
311,0,6,22,13.266666666666667,64
312,0,6,23,12.683333333333334,27
313,0,6,24,12.1,32
314,0,0,0,2.4000000000000004,27
315,0,0,1,2.983333333333334,31
316,0,0,2,3.5666666666666673,19
317,0,0,3,4.15,34
318,0,0,4,4.733333333333334,30
319,0,0,5,5.316666666666668,16
320,0,0,6,5.900000000000001,19
321,0,0,7,6.483333333333334,32
322,0,0,8,7.066666666666668,40
323,0,0,9,7.650000000000002,38
324,0,0,10,8.233333333333334,35
325,0,0,11,8.816666666666668,94
326,0,0,12,8.816666666666668,78
327,0,0,13,8.233333333333334,93
328,0,0,14,7.650000000000002,75
329,0,0,15,7.066666666666668,32
330,0,0,16,6.483333333333334,28
331,0,0,17,5.900000000000001,17
332,0,0,18,5.316666666666668,62
333,0,0,19,4.733333333333334,70
334,0,0,20,4.15,72
335,0,0,21,3.5666666666666673,78
336,0,0,22,2.983333333333334,67
337,0,0,23,2.4000000000000004,30
338,0,1,0,3.0,1
339,0,1,1,3.5833333333333335,0
340,0,1,2,4.166666666666667,4
341,0,1,3,4.75,9
342,0,1,4,5.333333333333334,6
343,0,1,5,5.916666666666668,7
344,0,1,6,6.500000000000001,9
345,0,1,7,7.083333333333334,31
346,0,1,8,7.666666666666668,33
347,0,1,9,8.250000000000002,34
348,0,1,10,8.833333333333336,15
349,0,1,11,9.416666666666668,70
350,0,1,12,9.416666666666668,79
351,0,1,13,8.833333333333336,62
352,0,1,14,8.250000000000002,77
353,0,1,15,7.666666666666668,15
354,0,1,16,7.083333333333334,19
355,0,1,17,6.500000000000001,8
356,0,1,18,5.916666666666668,57
357,0,1,19,5.333333333333334,59
358,0,1,20,4.75,52
359,0,1,21,4.166666666666667,50
360,0,1,22,3.5833333333333335,62
361,0,1,23,3.0,7
362,0,2,0,-4.4,30
363,0,2,1,-3.816666666666667,28
364,0,2,2,-3.2333333333333334,29
365,0,2,3,-2.65,17
366,0,2,4,-2.0666666666666664,28
367,0,2,5,-1.483333333333333,19
368,0,2,6,-0.8999999999999995,30
369,0,2,7,-0.31666666666666643,31
370,0,2,8,0.2666666666666675,19
371,0,2,9,0.8500000000000014,19
372,0,2,10,1.4333333333333345,34
373,0,2,11,2.0166666666666675,61
374,0,2,12,2.0166666666666675,76
375,0,2,13,1.4333333333333345,61
376,0,2,14,0.8500000000000014,71
377,0,2,15,0.2666666666666675,22
378,0,2,16,-0.31666666666666643,26
379,0,2,17,-0.8999999999999995,30
380,0,2,18,-1.483333333333333,78
381,0,2,19,-2.0666666666666664,69
382,0,2,20,-2.65,61
383,0,2,21,-3.2333333333333334,78
384,0,2,22,-3.816666666666667,70
385,0,2,23,-4.4,22
386,0,3,0,8.0,21
387,0,3,1,8.583333333333334,28
388,0,3,2,9.166666666666668,22
389,0,3,3,9.750000000000002,21
390,0,3,4,10.333333333333336,21
391,0,3,5,10.91666666666667,31
392,0,3,6,11.500000000000004,18
393,0,3,7,12.083333333333337,27
394,0,3,8,12.666666666666671,27
395,0,3,9,13.250000000000005,34
396,0,3,10,13.83333333333334,29
397,0,3,11,14.416666666666673,78
398,0,3,12,14.416666666666673,79
399,0,3,13,13.83333333333334,70
400,0,3,14,13.250000000000005,72
401,0,3,15,12.666666666666671,31
402,0,3,16,12.083333333333337,21
403,0,3,17,11.500000000000004,33
404,0,3,18,10.91666666666667,62
405,0,3,19,10.333333333333336,65
406,0,3,20,9.750000000000002,68
407,0,3,21,9.166666666666668,77
408,0,3,22,8.583333333333334,64
409,0,3,23,8.0,23
410,0,4,0,17.6,54
411,0,4,1,18.183333333333334,60
412,0,4,2,18.766666666666666,47
413,0,4,3,19.349999999999998,60
414,0,4,4,19.93333333333333,45
415,0,4,5,20.516666666666662,57
416,0,4,6,21.099999999999994,62
417,0,4,7,21.683333333333326,45
418,0,4,8,22.26666666666666,35
419,0,4,9,22.84999999999999,40
420,0,4,10,23.433333333333323,42
421,0,4,11,24.016666666666655,84
422,0,4,12,24.016666666666655,75
423,0,4,13,23.433333333333323,89
424,0,4,14,22.84999999999999,86
425,0,4,15,22.26666666666666,42
426,0,4,16,21.683333333333326,46
427,0,4,17,21.099999999999994,45
428,0,4,18,20.516666666666662,99
429,0,4,19,19.93333333333333,95
430,0,4,20,19.349999999999998,104
431,0,4,21,18.766666666666666,101
432,0,4,22,18.183333333333334,109
433,0,4,23,17.6,55
434,0,5,0,14.600000000000001,46
435,0,5,1,15.183333333333335,38
436,0,5,2,15.76666666666667,30
437,0,5,3,16.35,41
438,0,5,4,16.933333333333337,38
439,0,5,5,17.516666666666673,38
440,0,5,6,18.100000000000005,40
441,0,5,7,18.683333333333337,47
442,0,5,8,19.266666666666673,45
443,0,5,9,19.85000000000001,43
444,0,5,10,20.43333333333334,37
445,0,5,11,21.016666666666673,92
446,0,5,12,21.016666666666673,91
447,0,5,13,20.43333333333334,85
448,0,5,14,19.85000000000001,92
449,0,5,15,19.266666666666673,35
450,0,5,16,18.683333333333337,46
451,0,5,17,18.100000000000005,47
452,0,5,18,17.516666666666673,75
453,0,5,19,16.933333333333337,88
454,0,5,20,16.35,80
455,0,5,21,15.76666666666667,77
456,0,5,22,15.183333333333335,90
457,0,5,23,14.600000000000001,46
458,0,6,0,16.4,30
459,0,6,1,16.98333333333333,46
460,0,6,2,17.566666666666663,48
461,0,6,3,18.149999999999995,48
462,0,6,4,18.733333333333327,33
463,0,6,5,19.31666666666666,35
464,0,6,6,19.89999999999999,37
465,0,6,7,20.483333333333324,43
466,0,6,8,21.066666666666656,48
467,0,6,9,21.649999999999988,36
468,0,6,10,22.23333333333332,33
469,0,6,11,22.816666666666652,61
470,0,6,12,22.816666666666652,79
471,0,6,13,22.23333333333332,75
472,0,6,14,21.649999999999988,83
473,0,6,15,21.066666666666656,32
474,0,6,16,20.483333333333324,30
475,0,6,17,19.89999999999999,42
476,0,6,18,19.31666666666666,82
477,0,6,19,18.733333333333327,90
478,0,6,20,18.149999999999995,81
479,0,6,21,17.566666666666663,86
480,0,6,22,16.98333333333333,77
481,0,6,23,16.4,33
482,0,0,0,25.9,32
483,0,0,1,26.48333333333333,45
484,0,0,2,27.066666666666663,35
485,0,0,3,27.649999999999995,33
486,0,0,4,28.233333333333327,15
487,0,0,5,28.81666666666666,16
488,0,0,6,29.39999999999999,20
489,0,0,7,29.983333333333324,34
490,0,0,8,30.566666666666656,15
491,0,0,9,31.149999999999988,34
492,0,0,10,31.73333333333332,28
493,0,0,11,32.31666666666665,76
494,0,0,12,32.31666666666665,79
495,0,0,13,31.73333333333332,71
496,0,0,14,31.149999999999988,70
497,0,0,15,30.566666666666656,31
498,0,0,16,29.983333333333324,20
499,0,0,17,29.39999999999999,26
500,0,0,18,28.81666666666666,73
501,0,0,19,28.233333333333327,61
502,0,0,20,27.649999999999995,79
503,0,0,21,27.066666666666663,94
504,0,0,22,26.48333333333333,85
505,0,0,23,25.9,35
506,0,1,0,11.1,24
507,0,1,1,11.683333333333334,34
508,0,1,2,12.266666666666667,18
509,0,1,3,12.850000000000001,16
510,0,1,4,13.433333333333335,26
511,0,1,5,14.01666666666667,41
512,0,1,6,14.600000000000003,46
513,0,1,7,15.183333333333337,34
514,0,1,8,15.766666666666671,39
515,0,1,9,16.350000000000005,42
516,0,1,10,16.933333333333337,38
517,0,1,11,17.516666666666673,92
518,0,1,12,18.10000000000001,79
519,0,1,12,18.10000000000001,80
520,0,1,13,17.516666666666673,88
521,0,1,14,16.933333333333337,94
522,0,1,15,16.350000000000005,38
523,0,1,16,15.766666666666671,48
524,0,1,17,15.183333333333337,48
525,0,1,18,14.600000000000003,75
526,0,1,19,14.01666666666667,90
527,0,1,20,13.433333333333335,77
528,0,1,21,12.850000000000001,61
529,0,1,22,12.266666666666667,65
530,0,1,23,11.683333333333334,26
531,0,1,24,11.1,31
532,0,2,0,25.2,42
533,0,2,1,25.78333333333333,42
534,0,2,2,26.366666666666664,39
535,0,2,3,26.949999999999996,46
536,0,2,4,27.533333333333328,47
537,0,2,5,28.11666666666666,16
538,0,2,6,28.699999999999992,15
539,0,2,7,29.283333333333324,28
540,0,2,8,29.866666666666656,21
541,0,2,9,30.44999999999999,30
542,0,2,10,31.03333333333332,23
543,0,2,11,31.616666666666653,68
544,0,2,12,32.19999999999999,63
545,0,2,12,32.19999999999999,61
546,0,2,13,31.616666666666653,69
547,0,2,14,31.03333333333332,73
548,0,2,15,30.44999999999999,16
549,0,2,16,29.866666666666656,30
550,0,2,17,29.283333333333324,19
551,0,2,18,28.699999999999992,79
552,0,2,19,28.11666666666666,74
553,0,2,20,27.533333333333328,89
554,0,2,21,26.949999999999996,91
555,0,2,22,26.366666666666664,80
556,0,2,23,25.78333333333333,42
557,0,2,24,25.2,34
558,0,3,0,7.6,34
559,0,3,1,8.183333333333334,31
560,0,3,2,8.766666666666667,20
561,0,3,3,9.350000000000001,34
562,0,3,4,9.933333333333335,17
563,0,3,5,10.51666666666667,19
564,0,3,6,11.100000000000003,31
565,0,3,7,11.683333333333337,31
566,0,3,8,12.266666666666671,23
567,0,3,9,12.850000000000005,23
568,0,3,10,13.433333333333339,24
569,0,3,11,14.016666666666673,82
570,0,3,12,14.016666666666673,93
571,0,3,13,13.433333333333339,79
572,0,3,14,12.850000000000005,63
573,0,3,15,12.266666666666671,33
574,0,3,16,11.683333333333337,30
575,0,3,17,11.100000000000003,29
576,0,3,18,10.51666666666667,77
577,0,3,19,9.933333333333335,79
578,0,3,20,9.350000000000001,62
579,0,3,21,8.766666666666667,76
580,0,3,22,8.183333333333334,71
581,0,3,23,7.6,28
582,0,4,0,-6.8,32
583,0,4,1,-6.216666666666667,17
584,0,4,2,-5.633333333333334,19
585,0,4,3,-5.050000000000001,29
586,0,4,4,-4.466666666666668,28
587,0,4,5,-3.8833333333333346,29
588,0,4,6,-3.3000000000000016,17
589,0,4,7,-2.7166666666666686,27
590,0,4,8,-2.1333333333333355,15
591,0,4,9,-1.5500000000000025,24
592,0,4,10,-0.9666666666666694,15
593,0,4,11,-0.3833333333333364,61
594,0,4,12,-0.3833333333333364,73
595,0,4,13,-0.9666666666666694,77
596,0,4,14,-1.5500000000000025,76
597,0,4,15,-2.1333333333333355,27
598,0,4,16,-2.7166666666666686,31
599,0,4,17,-3.3000000000000016,23
600,0,4,18,-3.8833333333333346,70
601,0,4,19,-4.466666666666668,68
602,0,4,20,-5.050000000000001,74
603,0,4,21,-5.633333333333334,73
604,0,4,22,-6.216666666666667,64
605,0,4,23,-6.8,34
606,0,5,0,14.8,37
607,0,5,1,15.383333333333335,37
608,0,5,2,15.966666666666669,41
609,0,5,3,16.550000000000004,32
610,0,5,4,17.133333333333336,39
611,0,5,5,17.71666666666667,45
612,0,5,6,18.300000000000004,42
613,0,5,7,18.88333333333334,32
614,0,5,8,19.466666666666672,43
615,0,5,9,20.050000000000004,48
616,0,5,10,20.63333333333334,43
617,0,5,11,21.216666666666676,80
618,0,5,12,21.216666666666676,76
619,0,5,13,20.63333333333334,82
620,0,5,14,20.050000000000004,82
621,0,5,15,19.466666666666672,33
622,0,5,16,18.88333333333334,45
623,0,5,17,18.300000000000004,45
624,0,5,18,17.71666666666667,80
625,0,5,19,17.133333333333336,88
626,0,5,20,16.550000000000004,89
627,0,5,21,15.966666666666669,85
628,0,5,22,15.383333333333335,78
629,0,5,23,14.8,44
630,0,6,0,21.9,37
631,0,6,1,22.48333333333333,23
632,0,6,2,23.066666666666663,17
633,0,6,3,23.649999999999995,19
634,0,6,4,24.233333333333327,16
635,0,6,5,24.81666666666666,20
636,0,6,6,25.39999999999999,22
637,0,6,7,25.983333333333324,19
638,0,6,8,26.566666666666656,25
639,0,6,9,27.149999999999988,34
640,0,6,10,27.73333333333332,19
641,0,6,11,28.316666666666652,51
642,0,6,12,28.316666666666652,46
643,0,6,13,27.73333333333332,79
644,0,6,14,27.149999999999988,69
645,0,6,15,26.566666666666656,16
646,0,6,16,25.983333333333324,25
647,0,6,17,25.39999999999999,27
648,0,6,18,24.81666666666666,76
649,0,6,19,24.233333333333327,62
650,0,6,20,23.649999999999995,79
651,0,6,21,23.066666666666663,77
652,0,6,22,22.48333333333333,78
653,0,6,23,21.9,37
654,0,0,0,-2.8,22
655,0,0,1,-2.2166666666666663,19
656,0,0,2,-1.6333333333333329,17
657,0,0,3,-1.0499999999999994,31
658,0,0,4,-0.4666666666666659,20
659,0,0,5,0.11666666666666758,23
660,0,0,6,0.7000000000000011,23
661,0,0,7,1.283333333333334,21
662,0,0,8,1.866666666666668,20
663,0,0,9,2.450000000000002,25
664,0,0,10,3.033333333333335,27
665,0,0,11,3.616666666666668,69
666,0,0,12,3.616666666666668,60
667,0,0,13,3.033333333333335,79
668,0,0,14,2.450000000000002,73
669,0,0,15,1.866666666666668,19
670,0,0,16,1.283333333333334,31
671,0,0,17,0.7000000000000011,17
672,0,0,18,0.11666666666666758,70
673,0,0,19,-0.4666666666666659,60
674,0,0,20,-1.0499999999999994,60
675,0,0,21,-1.6333333333333329,66
676,0,0,22,-2.2166666666666663,77
677,0,0,23,-2.8,27
678,0,1,0,6.4,4
679,0,1,1,6.983333333333333,0
680,0,1,2,7.566666666666666,33
681,0,1,3,8.149999999999999,26
682,0,1,4,8.733333333333333,18
683,0,1,5,9.316666666666666,32
684,0,1,6,9.899999999999999,18
685,0,1,7,10.48333333333333,23
686,0,1,8,11.066666666666665,32
687,0,1,9,11.649999999999999,16
688,0,1,10,12.23333333333333,24
689,0,1,11,12.816666666666663,78
690,0,1,12,12.816666666666663,67
691,0,1,13,12.23333333333333,62
692,0,1,14,11.649999999999999,69
693,0,1,15,11.066666666666665,29
694,0,1,16,10.48333333333333,22
695,0,1,17,9.899999999999999,25
696,0,1,18,9.316666666666666,78
697,0,1,19,8.733333333333333,68
698,0,1,20,8.149999999999999,68
699,0,1,21,7.566666666666666,74
700,0,1,22,6.983333333333333,48
701,0,1,23,6.4,15
702,0,2,0,-6.5,34
703,0,2,1,-5.916666666666667,16
704,0,2,2,-5.333333333333334,31
705,0,2,3,-4.750000000000001,16
706,0,2,4,-4.166666666666668,23
707,0,2,5,-3.583333333333335,30
708,0,2,6,-3.0000000000000018,18
709,0,2,7,-2.4166666666666687,25
710,0,2,8,-1.8333333333333357,25
711,0,2,9,-1.2500000000000027,22
712,0,2,10,-0.6666666666666696,30
713,0,2,11,-0.08333333333333659,61
714,0,2,12,-0.08333333333333659,71
715,0,2,13,-0.6666666666666696,75
716,0,2,14,-1.2500000000000027,67
717,0,2,15,-1.8333333333333357,24
718,0,2,16,-2.4166666666666687,32
719,0,2,17,-3.0000000000000018,16
720,0,2,18,-3.583333333333335,60
721,0,2,19,-4.166666666666668,63
722,0,2,20,-4.750000000000001,73
723,0,2,21,-5.333333333333334,77
724,0,2,22,-5.916666666666667,79
725,0,2,23,-6.5,17
726,0,3,0,2.0,18
727,0,3,1,2.5833333333333335,1
728,0,3,2,3.166666666666667,0
729,0,3,3,3.7500000000000004,14
730,0,3,4,4.333333333333334,5
731,0,3,5,4.916666666666668,16
732,0,3,6,5.500000000000001,4
733,0,3,7,6.083333333333334,8
734,0,3,8,6.666666666666668,15
735,0,3,9,7.250000000000002,19
736,0,3,10,7.833333333333335,22
737,0,3,11,8.416666666666668,68
738,0,3,12,8.416666666666668,66
739,0,3,13,7.833333333333335,74
740,0,3,14,7.250000000000002,70
741,0,3,15,6.666666666666668,18
742,0,3,16,6.083333333333334,3
743,0,3,17,5.500000000000001,8
744,0,3,18,4.916666666666668,64
745,0,3,19,4.333333333333334,58
746,0,3,20,3.7500000000000004,50
747,0,3,21,3.166666666666667,60
748,0,3,22,2.5833333333333335,54
749,0,3,23,2.0,19
750,0,4,0,15.8,60
751,0,4,1,16.383333333333333,64
752,0,4,2,16.966666666666665,60
753,0,4,3,17.549999999999997,61
754,0,4,4,18.13333333333333,59
755,0,4,5,18.71666666666666,54
756,0,4,6,19.299999999999994,60
757,0,4,7,19.883333333333326,55
758,0,4,8,20.466666666666658,55
759,0,4,9,21.04999999999999,56
760,0,4,10,21.633333333333322,50
761,0,4,11,22.216666666666654,86
762,0,4,12,22.216666666666654,90
763,0,4,13,21.633333333333322,102
764,0,4,14,21.04999999999999,102
765,0,4,15,20.466666666666658,48
766,0,4,16,19.883333333333326,49
767,0,4,17,19.299999999999994,54
768,0,4,18,18.71666666666666,104
769,0,4,19,18.13333333333333,101
770,0,4,20,17.549999999999997,100
771,0,4,21,16.966666666666665,92
772,0,4,22,16.383333333333333,93
773,0,4,23,15.8,47
774,0,5,0,25.0,29
775,0,5,1,25.583333333333332,24
776,0,5,2,26.166666666666664,24
777,0,5,3,26.749999999999996,26
778,0,5,4,27.33333333333333,16
